"model","resample","variables","n_variables"
"RF","Fold07.Rep06","Age, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Asbestos, Chronic_bronchitis, COPD, Anemia, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_hissed, Dry_cough, Barking_cough, Irritating_cough, Losing_breath_due_to_coughing, Thick_consistency, Thin_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Hoarse_voice, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Changes_hard_to_describe, Fever, Cold_feet, Calf_cramp, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",64
"RF","Fold07.Rep07","Age, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Asbestos, Chronic_bronchitis, COPD, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Labored_breathing, Wheezing, Hard_to_catch_breath, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Barking_cough, Hacking_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Lumps_pieces_in_sputum, Thin_mucus, Thick_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_energy_to_do_things, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Clear_throat_more_often, Voice_changes_difficult_to_describe, Difficult_sensing_smells, Changes_hard_to_describe.1, Feeling_chilly, Fever, Cold_feet, Poorer_condition_lower_fitness",59
"RF","Fold07.Rep08","Age, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_breathe_deeply, Labored_breathing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Lump_in_the_chest, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Mucus_cough, Barking_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Hoarse_voice, Rougher_voice, Changes_pitch_higher_lower, Loss_of_appetite, Food_drinks_tasted_different, Early_satiety, Changes_hard_to_describe, Difficult_sensing_smells, Feeling_chilly, Fever, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness",54
"RF","Fold07.Rep09","Age, Sex, Living_alone, Antibiotics_last_2_y, Emphysema, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Mucus_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Need_to_clear_throat, Unlike_other_coughs, Thick_consistency, Thin_mucus, Thick_mucus, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_shoulder_blade, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Did_not_feel_well_rested, Felt_worn_out, Felt_out_of_sorts, Changes_pitch_higher_lower, Clear_throat_more_often, Loss_of_appetite, Trouble_swallowing, Difficult_sensing_smells, Lost_sense_of_smell, Changes_hard_to_describe.1, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth",57
"RF","Fold07.Rep10","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Feeling_pressure, Wheezing, Hard_to_catch_breath, Gasp_for_air, Panic_sensation, Thickness_in_throat, Lump_in_the_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Irritating_cough, Lumps_pieces_in_sputum, Thin_mucus, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulders, Pain_in_neck, Pain_in_chest, Headache, Less_energy_to_do_things, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Hoarse_voice, Weaker_voice, Changes_pitch_higher_lower, Early_satiety, Difficult_sensing_smells, Lost_sense_of_smell, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Swollen_tender_joints, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",59
"RF","Fold08.Rep01","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Barking_cough, Irritating_cough, Unlike_other_coughs, Thick_consistency, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Pain_in_whole_body, Pain_that_shifts_location, Less_energy_to_do_things, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Hoarse_voice, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Clear_throat_more_often, Loss_of_appetite, Changes_hard_to_describe, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Calf_cramp, Swollen_tender_joints, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",61
"RF","Fold08.Rep02","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Emphysema, COPD, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_whistling, Breathing_sound_jarred_raspy, Hacking_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Pain_comes_and_goes, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Less_will_to_do_things, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Voice_changes_difficult_to_describe, More_sensitive_to_different_smells, Feeling_chilly, Fever, Cold_feet, Dryer_mouth, More_down",49
"RF","Fold08.Rep03","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Emphysema, Asbestos, COPD, Heart_disease, Weight_reduction_last_2_y, Weight_increase_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Feeling_pressure, Hard_to_breathe_deeply, Wheezing, Feeling_of_choking, Panic_sensation, Thickness_in_throat, Sores_in_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Breathing_sound_hissed, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Unlike_other_coughs, Lumps_pieces_in_sputum, Thick_consistency, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Heartburn, Headache, Pain_in_whole_body, Less_will_to_do_things, Became_weaker, Legs_do_not_support, Difficulty_to_stay_awake, Did_not_feel_well_rested, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Changes_pitch_higher_lower, Early_satiety, Difficult_sensing_smells, Chills, Fever, Cold_feet, Swollen_tender_joints, Nail_changes, Dryer_skin, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",57
"RF","Fold08.Rep04","Age, Sex, Living_alone, Antibiotics_last_2_y, Asthma, Emphysema, Anemia, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Labored_breathing, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Mucus_cough, Dry_cough, Irritating_cough, Coughing_fits, Difficulty_suppressing_the_cough, Thick_mucus, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Pain_radiated_between_shoulder_blades_to_chest, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Hoarse_voice, Weaker_voice, Lost_my_voice, Changes_pitch_higher_lower, Voice_changes_difficult_to_describe, Loss_of_appetite, Trouble_swallowing, Changes_hard_to_describe, Feeling_chilly, Fever, Cold_feet, Calf_cramp, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",54
"RF","Fold08.Rep05","Age, Sex, Living_alone, Antibiotics_last_2_y, Asthma, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Wheezing, Feeling_of_choking, Panic_sensation, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Dry_cough, Irritating_cough, Coughing_fits, Difficulty_suppressing_the_cough, White_yellow_or_green_phlegm_expectorated, Lumps_pieces_in_sputum, Thick_consistency, Thin_mucus, Pain_persists_worsens_when_breathing, Pain_persists_worsens_changing_body_position, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Less_will_to_do_things, Became_weaker, Difficulty_to_stay_awake, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Lost_my_voice, Loss_of_appetite, Early_satiety, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",55
"RF","Fold08.Rep06","Age, Living_alone, University_education, Cold_flu_pneumonia_last_2_y, Chronic_bronchitis, Pleural_fluid, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Sores_in_chest, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Need_to_clear_throat, Unlike_other_coughs, Thick_consistency, Thin_mucus, Thick_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_chest, Headache, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Difficulty_to_stay_awake, Did_not_feel_well_rested, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Trouble_swallowing, Early_satiety, Difficult_sensing_smells, Chills, Fever, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",58
"RF","Fold08.Rep07","Age, Living_alone, University_education, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Chronic_bronchitis, COPD, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Hard_to_get_air, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Discomfort_sensation, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Sores_in_chest, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Irritating_cough, Losing_breath_due_to_coughing, Slight_cough, Unlike_other_coughs, Lumps_pieces_in_sputum, Thick_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Back_pain, Pain_in_whole_body, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Legs_do_not_support, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Weaker_voice, Changes_pitch_higher_lower, Clear_throat_more_often, Loss_of_appetite, Early_satiety, Difficult_sensing_smells, Lost_sense_of_smell, More_sensitive_to_different_smells, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",63
"RF","Fold08.Rep08","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Asthma, Emphysema, COPD, Heart_disease, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Labored_breathing, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Panic_sensation, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Mucus_cough, Barking_cough, Irritating_cough, Losing_breath_due_to_coughing, Unlike_other_coughs, Lumps_pieces_in_sputum, Thick_mucus, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Pain_in_whole_body, Less_will_to_do_things, Became_weaker, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Feeling_of_discomfort_uneasiness_hard_to_describe, Hoarse_voice, Lost_my_voice, Do_not_enjoy_food, Trouble_swallowing, Difficult_sensing_smells, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Swollen_tender_joints, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",61
"RF","Fold08.Rep09","Age, Sex, Living_alone, Emphysema, Chronic_bronchitis, COPD, Pleural_fluid, Anemia, Heart_disease, Pneumonia, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Hard_to_catch_breath, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Wheezing_cough, Irritating_cough, Losing_breath_due_to_coughing, Unlike_other_coughs, Lumps_pieces_in_sputum, Thick_consistency, Thin_mucus, Thick_mucus, Pain_persists_worsens_when_breathing, Pressure_sensation, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Less_will_to_do_things, Legs_do_not_support, Did_not_feel_well_rested, Felt_abnormally_unhealthily_tires, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Fever, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable",54
"RF","Fold08.Rep10","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Asthma, Emphysema, COPD, Pleural_fluid, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Thick_consistency, Thin_mucus, Thick_mucus, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulder_blade, Pain_in_neck, Pain_in_chest, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_energy_to_do_things, Less_will_to_do_things, Became_weaker, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Feeling_of_discomfort_uneasiness_hard_to_describe, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Do_not_enjoy_food, Lost_sense_of_smell, Changes_hard_to_describe.1, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Calf_cramp, Dryer_mouth, Thickness_in_throat.1, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",59
"RF","Fold09.Rep01","Age, Sex, Living_alone, Emphysema, COPD, Pleural_fluid, Heart_disease, Weight_reduction_last_2_y, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Thickness_in_throat, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Breathing_sound_jarred_raspy, Barking_cough, Wheezing_cough, Irritating_cough, Slight_cough, Thick_consistency, Thin_mucus, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Headache, Back_pain, Became_weaker, Legs_do_not_support, Difficulty_to_stay_awake, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Hoarse_voice, Lost_my_voice, Loss_of_appetite, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",55
"RF","Fold09.Rep02","Age, Sex, Living_alone, Emphysema, Chronic_bronchitis, Heart_disease, Pneumonia, Current_daily_smoker, Hard_to_get_air, Hard_to_breathe_deeply, Gasp_for_air, Feeling_of_choking, Stabbing_sensation_from_taking_deep_breaths, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Dry_cough, Irritating_cough, Difficulty_suppressing_the_cough, Need_to_clear_throat, Thick_consistency, Thin_mucus, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_neck, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Pain_in_whole_body, Pain_that_shifts_location, Less_energy_to_do_things, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Changes_hard_to_describe, Difficult_sensing_smells, Changes_hard_to_describe.1, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Dryer_mouth, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",55
"RF","Fold09.Rep03","Age, Sex, Living_alone, University_education, Emphysema, Pleural_fluid, Anemia, Heart_disease, Current_daily_smoker, Hard_to_get_air, Wheezing, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Breathing_sound_hissed, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Lumps_pieces_in_sputum, Thin_mucus, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_chest, Headache, Back_pain, Pain_in_whole_body, Less_energy_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Hoarse_voice, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Changes_hard_to_describe, Difficult_sensing_smells, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Calf_cramp, Swollen_tender_joints, Dryer_mouth, Poorer_condition_lower_fitness",53
"RF","Fold09.Rep04","Age, Sex, Living_alone, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, Heart_disease, Current_daily_smoker, Hard_to_get_air, Feeling_pressure, Hard_to_breathe_deeply, Wheezing, Gasp_for_air, Feeling_of_choking, Thickness_in_throat, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Dry_cough, Irritating_cough, Losing_breath_due_to_coughing, Difficulty_suppressing_the_cough, Thin_mucus, Thick_mucus, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulders, Pain_in_neck, Pain_radiated_between_shoulder_blades_to_chest, Headache, Back_pain, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Persistent_fatigue, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Loss_of_appetite, Difficult_sensing_smells, Changes_hard_to_describe.1, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Swollen_tender_joints, Poorer_condition_lower_fitness, More_down, More_irritable, Feeling_that_something_is_wrong",54
"RF","Fold09.Rep05","Age, Sex, Cold_flu_pneumonia_last_2_y, Antibiotics_last_2_y, Emphysema, COPD, No_comorbidities, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Hard_to_breathe_deeply, Labored_breathing, Gasp_for_air, Feeling_of_choking, Panic_sensation, Thickness_in_throat, Sores_in_chest, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_rattled_wheezed, Breathing_sound_whistling, Breathing_sound_hissed, Mucus_cough, Dry_cough, Barking_cough, Irritating_cough, Coughing_fits, Thick_consistency, Pain_comes_and_goes, Pain_persists_worsens_when_breathing, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Heartburn, Feeling_of_uneasiness_difficult_to_describe, Pain_in_throat, Pain_in_shoulders, Pain_in_neck, Pain_in_chest, Less_will_to_do_things, Did_not_feel_well_rested, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Hoarse_voice, Rougher_voice, Lost_my_voice, Changes_pitch_higher_lower, Voice_changes_difficult_to_describe, Loss_of_appetite, Early_satiety, Changes_hard_to_describe, Lost_sense_of_smell, Changes_hard_to_describe.1, Chills, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, Thickness_in_throat.1, Poorer_condition_lower_fitness, Feeling_that_something_is_wrong",62
"RF","Fold09.Rep06","Age, Sex, Living_alone, Antibiotics_last_2_y, Emphysema, Chronic_bronchitis, COPD, Pleural_fluid, Heart_disease, Pneumonia, Current_daily_smoker, Hard_to_get_air, Labored_breathing, Wheezing, Gasp_for_air, Thickness_in_throat, Lump_in_the_chest, Breathing_sound_whistling, Breathing_sound_bubbled_gurgled, Mucus_cough, Dry_cough, Barking_cough, Irritating_cough, Losing_breath_due_to_coughing, Coughing_fits, Difficulty_suppressing_the_cough, Lumps_pieces_in_sputum, Thick_mucus, Pain_comes_and_goes, Pain_reduces_improves_when_changing_body_position, Pain_persists_worsens_changing_body_position, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulders, Pain_in_neck, Pain_in_chest, Pain_in_whole_body, Less_will_to_do_things, Did_not_feel_well_rested, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Weaker_voice, Lost_my_voice, Changes_pitch_higher_lower, Voice_changes_difficult_to_describe, Loss_of_appetite, Changes_hard_to_describe, Difficult_sensing_smells, More_sensitive_to_different_smells, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Dryer_mouth, Poorer_condition_lower_fitness, More_irritable, Feeling_that_something_is_wrong",60
"RF","Fold09.Rep07","Age, Living_alone, Emphysema, COPD, Anemia, Heart_disease, Current_daily_smoker, Less_Smoking, Hard_to_get_air, Wheezing, Feeling_of_choking, Uneasiness_hard_to_describe, Breathing_sound_squeaked_as_if_through_a_pipe, Breathing_sound_whistling, Irritating_cough, Difficulty_suppressing_the_cough, Unlike_other_coughs, Thick_consistency, Pain_persists_worsens_when_breathing, Lump_swelling_or_obstruction_sensation, Feeling_of_uneasiness_difficult_to_describe, Pain_in_shoulder_blade, Pain_in_neck, Pain_in_chest, Headache, Back_pain, Less_will_to_do_things, Increased_need_for_sleep, Felt_worn_out, Felt_abnormally_unhealthily_tires, Felt_out_of_sorts, Persistent_fatigue, Felt_tiredness_weakness_or_lack_of_energy_that_came_and_went, Feeling_of_discomfort_uneasiness_hard_to_describe, Hoarse_voice, Rougher_voice, Loss_of_appetite, Changes_hard_to_describe, Chills, Feeling_chilly, Fever, Day_sweats_more_than_usual, Cold_feet, Nail_changes, Poorer_condition_lower_fitness, More_down, Feeling_that_something_is_wrong",47
